"wetting potential","permeability-X","permeability-Y","permeability-Offdiagonal","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
3.3092,1,1,0,1,0.044398,0.031394,0.13139,0
3.3092,1,1,0,1,0.044525,0.031484,0.13148,0
3.3092,1,1,0,1,0.044653,0.031574,0.13157,0
3.3092,1,1,0,1,0.04478,0.031664,0.13166,0
3.3092,1,1,0,1,0.044907,0.031754,0.13175,0
3.3092,1,1,0,1,0.045034,0.031844,0.13184,0
3.3092,1,1,0,1,0.045162,0.031934,0.13193,0
3.3083,1,1,0,1,0.045289,0.032024,0.13202,0
3.3083,1,1,0,1,0.045416,0.032114,0.13211,0
3.3083,1,1,0,1,0.045543,0.032204,0.1322,0
3.3083,1,1,0,1,0.04567,0.032294,0.13229,0
3.3083,1,1,0,1,0.045798,0.032384,0.13238,0
3.3083,1,1,0,1,0.045925,0.032474,0.13247,0
3.3083,1,1,0,1,0.046052,0.032564,0.13256,0
3.3083,1,1,0,1,0.046179,0.032654,0.13265,0
3.3083,1,1,0,1,0.046306,0.032744,0.13274,0
3.3083,1,1,0,1,0.046434,0.032834,0.13283,0
3.3083,1,1,0,1,0.046561,0.032924,0.13292,0
3.3073,1,1,0,1,0.046688,0.033013,0.13301,0
3.3073,1,1,0,1,0.046815,0.033103,0.1331,0
3.3073,1,1,0,1,0.046943,0.033193,0.13319,0
3.3073,1,1,0,1,0.04707,0.033283,0.13328,0
3.3073,1,1,0,1,0.047197,0.033373,0.13337,0
3.3073,1,1,0,1,0.047324,0.033463,0.13346,0
3.3073,1,1,0,1,0.047451,0.033553,0.13355,0
3.3073,1,1,0,1,0.047579,0.033643,0.13364,0
3.3073,1,1,0,1,0.047706,0.033733,0.13373,0
3.3073,1,1,0,1,0.047833,0.033823,0.13382,0
3.3073,1,1,0,1,0.04796,0.033913,0.13391,0
3.3063,1,1,0,1,0.048088,0.034003,0.134,0
3.3063,1,1,0,1,0.048215,0.034093,0.13409,0
3.3063,1,1,0,1,0.048342,0.034183,0.13418,0
3.3063,1,1,0,1,0.048469,0.034273,0.13427,0
3.3063,1,1,0,1,0.048596,0.034363,0.13436,0
3.3063,1,1,0,1,0.048724,0.034453,0.13445,0
3.3063,1,1,0,1,0.048851,0.034543,0.13454,0
3.3063,1,1,0,1,0.048978,0.034633,0.13463,0
3.3063,1,1,0,1,0.049105,0.034723,0.13472,0
3.3063,1,1,0,1,0.049232,0.034813,0.13481,0
3.3063,1,1,0,1,0.04936,0.034903,0.1349,0
3.3063,1,1,0,1,0.049487,0.034993,0.13499,0
3.3054,1,1,0,1,0.049614,0.035082,0.13508,0
3.3054,1,1,0,1,0.049741,0.035172,0.13517,0
3.3054,1,1,0,1,0.049869,0.035262,0.13526,0
3.3054,1,1,0,1,0.049996,0.035352,0.13535,0
3.3054,1,1,0,1,0.050123,0.035442,0.13544,0
3.3054,1,1,0,1,0.05025,0.035532,0.13553,0
3.3054,1,1,0,1,0.050377,0.035622,0.13562,0
3.3054,1,1,0,1,0.050505,0.035712,0.13571,0
3.3054,1,1,0,1,0.050632,0.035802,0.1358,0
3.3054,1,1,0,1,0.050759,0.035892,0.13589,0
3.3054,1,1,0,1,0.050886,0.035982,0.13598,0
3.3044,1,1,0,1,0.051013,0.036072,0.13607,0
3.3044,1,1,0,1,0.051141,0.036162,0.13616,0
3.3044,1,1,0,1,0.051268,0.036252,0.13625,0
3.3044,1,1,0,1,0.051395,0.036342,0.13634,0
3.3044,1,1,0,1,0.051522,0.036432,0.13643,0
3.3044,1,1,0,1,0.05165,0.036522,0.13652,0
3.3044,1,1,0,1,0.051777,0.036612,0.13661,0
3.3044,1,1,0,1,0.051904,0.036702,0.1367,0
3.3044,1,1,0,1,0.052031,0.036792,0.13679,0
3.3044,1,1,0,1,0.052158,0.036882,0.13688,0
3.3044,1,1,0,1,0.052286,0.036972,0.13697,0
3.3034,1,1,0,1,0.052413,0.037061,0.13706,0
3.3034,1,1,0,1,0.05254,0.037151,0.13715,0
3.3034,1,1,0,1,0.052667,0.037241,0.13724,0
3.3034,1,1,0,1,0.052794,0.037331,0.13733,0
3.3034,1,1,0,1,0.052922,0.037421,0.13742,0
3.3034,1,1,0,1,0.053049,0.037511,0.13751,0
3.3034,1,1,0,1,0.053176,0.037601,0.1376,0
3.3034,1,1,0,1,0.053303,0.037691,0.13769,0
3.3034,1,1,0,1,0.053431,0.037781,0.13778,0
3.3034,1,1,0,1,0.053558,0.037871,0.13787,0
